additives_plus_carbs_with_sources_2025_f3ffdfc3
code,name,category,permitted_GB,permitted_NI,permitted_EU,status_notes,child_warning,PKU_warning,polyols_warning,sulphites_allergen_label,origin,overview,typical_uses,effects_summary,effects_verdict,synonyms,matches,ins_number,sources
E904,Shellac,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,animal,Shellac used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,Shellac; Confectioner’s glaze,904; shellac,904,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E905,Microcrystalline wax,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,plant,Microcrystalline wax used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,905; microcrystalline wax,905,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E907,Hydrogenated Poly-1-Decene,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Hydrogenated Poly-1-Decene used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,1; 907; decene; hydrogenated poly; hydrogenated poly-1-decene,907,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E914,Oxidised Polyethylene wax,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,plant,Oxidised Polyethylene wax used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,914; oxidised polyethylene wax,914,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E920,L-Cysteine,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,depends (plant or animal fats),L-Cysteine used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,920; cysteine; l; l-cysteine,920,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E927b,Carbamide,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Carbamide used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,927b; carbamide,927b,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E938,Argon,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Argon used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,938; argon,938,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E939,Helium,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Helium used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,939; helium,939,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E941,Nitrogen,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Nitrogen used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,941; nitrogen,941,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E942,Nitrous oxide,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Nitrous oxide used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,942; nitrous oxide,942,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E943a,Butane,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Butane used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,943a; butane,943a,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E943b,Iso-butane,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Iso-butane used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,943b; butane; iso; iso-butane,943b,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E944,Propane,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Propane used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,944; propane,944,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E948,Oxygen,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Oxygen used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,948; oxygen,948,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E949,Hydrogen,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Hydrogen used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,949; hydrogen,949,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E999,Quillaia extract,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Quillaia extract used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,999; quillaia extract,999,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E1200,Polydextrose,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Polydextrose used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,1200; polydextrose,1200,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E1201,Polyvinylpyrrolidone,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Polyvinylpyrrolidone used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,1201; polyvinylpyrrolidone,1201,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
E1202,Polyvinylpolypyrrolidone,others,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,varies (may be plant- or mineral‑derived or synthetic (man‑made)),Polyvinylpolypyrrolidone used as a others.,"Acidity regulation, anti-caking, glazing, propellants and other roles.",Generally recognised as safe at permitted use levels.,neutral,,1202; polyvinylpolypyrrolidone,1202,"[{""title"": ""FSA: Approved additives & E numbers (updated 16 Jul 2025)"", ""url"": ""https://www.food.gov.uk/business-guidance/approved-additives-and-e-numbers"", ""covers"": ""Additive enumeration for GB; GB vs NI/EU notes""}, {""title"": ""European Commission: Food Additives Database (Union list)"", ""url"": ""https://food.ec.europa.eu/food-safety/food-improvement-agents/additives/database_en"", ""covers"": ""EU approvals and conditions of use (Annex II of Reg. 1333/2008)""}]"
