id,name,simple_role,what_it_is,why_it_is_used,common_in,child_note,who_should_take_care,headline_risk_or_benefit,region_status_short,rating,quick_advice,vegan,aka_on_labels,sources_primary,last_updated,uk_grade_weight,uk_grade_note
E1452,Starch aluminium octenyl succinate (SAS),Modified starch (emulsifier),Octenyl-succinate starch reacted with aluminium salt.,Emulsifies/encapsulates flavours.,"drinks, powders",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,"Amounts are small; if you avoid aluminium additives, check labels.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,Emulsifier: some people report gut sensitivity; weight reflects that.
E927a,Azodicarbonamide (ADA),Flour treatment agent,Oxidising agent for dough.,"Whiter, stronger dough.",industrial bread,,,Widely used; regulated.,EU/GB: not permitted • US: permitted with strict limits (declining use),Avoid,"Choose unbleached, ADA‑free products.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,100,Red-flag additive in UK context; presence can drop grade to F.
E231,2-Phenylphenol,Preservative (surface),Antifungal surface treatment for citrus.,Surface preservation.,citrus fruit,,,Widely used; regulated.,Restricted uses/surface only,Limit,Wash/peel citrus; exposures are low.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E232,Sodium 2-phenylphenolate,Preservative (surface),Sodium salt of 2-phenylphenol.,Surface preservation.,citrus,,,Widely used; regulated.,Restricted uses,Limit,Wash/peel citrus.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E233,Thiabendazole,Preservative (surface),Antifungal for fruit surface.,Surface protection.,"citrus, bananas",,,Widely used; regulated.,Restricted uses,Limit,Wash/peel fruit.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E239,Hexamethylenetetramine (hexamine),Preservative (specific use),"Forms formaldehyde in acidic foods; allowed in specific cheeses (e.g., Provolone) in some regions.",Prevents spoilage.,Provolone cheese,,,Widely used; regulated.,Region- & use-specific,Limit,Niche use; amounts tightly controlled.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E242,Dimethyl dicarbonate (DMDC),Preservative (cold sterilant),Breaks down into methanol & CO2; sterilises beverages.,Shelf-life with low heat.,"iced teas, juices",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Decomposes rapidly; residuals are low.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E243,Ethyl lauroyl arginate (LAE),Preservative,Cationic surfactant from lauric acid + L-arginine; man-made derivative.,Antimicrobial action.,"sauces, meats",,,Widely used; regulated.,EU/GB/US: permitted,Generally OK,Used at very low levels; watch if sensitive to cationic surfactants.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E586,4-Hexylresorcinol,Antioxidant/Preservative,Phenolic antioxidant/preservative.,Prevents melanosis in shrimp; colour stabiliser.,"shrimp, processed foods",,,Widely used; regulated.,EU/GB/US: permitted,Limit,Seafood-specific use; check if sensitive.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E173,Aluminium,Colour (surface),Metallic decorative colour (non-nutritive).,Decoration on confectionery.,dragées,,,Widely used; regulated.,Restricted to surface decoration,Limit,Small amounts only on decorations.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,Colour: brighter synthetics carry higher weight; naturals lower.
E171 (alt),Titanium dioxide (note),Colour,Legacy reference kept for cross-compatibility.,See E171 main entry.,—,,,Widely used; regulated.,EU/NI: banned • GB/US: permitted,Avoid,Prefer alternatives.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,15,Colour: brighter synthetics carry higher weight; naturals lower.
E443,Brominated vegetable oil (BVO),Emulsifier (citrus drinks),Vegetable oil reacted with bromine to weigh down citrus oils.,Keeps citrus flavour dispersed.,soft drinks,,,Widely used; regulated.,EU/GB: not permitted • US: authorization revoked (2024) with phase-out,Avoid,Choose BVO‑free drinks.,vegan,,"[{""title"": ""FDA final rule revoking BVO (2024)"", ""url"": ""https://www.fda.gov/food/food-additives-petitions/fda-revokes-authorizations-brominated-vegetable-oil-bvo""}, {""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,100,Emulsifier: some people report gut sensitivity; weight reflects that.
E513,Sulfuric acid,Acidity regulator/Processing aid,"Strong acid used in tiny, controlled processing steps (e.g., sugar refining).",pH control during processing.,"sugar refining, gelatine processing",,,Widely used; regulated.,GB: permitted (retained EU list),Generally OK,Processing aid; residual levels are tightly controlled.,vegan,,"[{""title"": ""GB (retained EU) additive framework: Reg. (EC) No 1333/2008"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""GB specs (retained): Reg. (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (context/compare)"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E517,Ammonium sulfate,Mineral salt/processing aid,Ammonium salt used in small amounts in bakery/yeast foods.,Dough and yeast nutrition.,"bread, flour treatments",,,Widely used; regulated.,GB: permitted (retained EU list),Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""GB (retained EU) additive framework: Reg. (EC) No 1333/2008"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""GB specs (retained): Reg. (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (context/compare)"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E520,Aluminium sulfate,Firming agent,"Alum salt used in small, specific applications.",Firmness/clarity.,"pickles, clarification",,,Widely used; regulated.,GB: permitted (retained EU list),Limit,"If you avoid aluminium additives, choose alternatives.",vegan,,"[{""title"": ""GB (retained EU) additive framework: Reg. (EC) No 1333/2008"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""GB specs (retained): Reg. (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (context/compare)"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E521,Sodium aluminium sulfate,Raising agent/Acid,Part of some double-acting baking powders.,Leavening reaction.,"cakes, biscuits",,,Widely used; regulated.,GB: permitted (retained EU list),Limit,Normal baking levels are low; choose alum-free powders if preferred.,vegan,,"[{""title"": ""GB (retained EU) additive framework: Reg. (EC) No 1333/2008"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""GB specs (retained): Reg. (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (context/compare)"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E522,Potassium aluminium sulfate,Firming agent (alum),Traditional 'alum' used in pickling.,Firming.,pickles,,,Widely used; regulated.,GB: permitted (retained EU list),Limit,Occasional use; rinse pickled foods if sensitive to alum taste.,vegan,,"[{""title"": ""GB (retained EU) additive framework: Reg. (EC) No 1333/2008"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""GB specs (retained): Reg. (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (context/compare)"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E523,Ammonium aluminium sulfate,Firming agent (alum),Ammonium alum used in niche pickling/processing.,Firming.,pickles,,,Widely used; regulated.,GB: permitted (retained EU list),Limit,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""GB (retained EU) additive framework: Reg. (EC) No 1333/2008"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""GB specs (retained): Reg. (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (context/compare)"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E343(i),Monomagnesium phosphate,Mineral salt,Magnesium phosphate salt for buffering.,pH control/mineral source.,"cheese, bakery",,,Widely used; regulated.,GB: permitted (retained EU list),Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""GB (retained EU) additive framework: Reg. (EC) No 1333/2008"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""GB specs (retained): Reg. (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (context/compare)"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E343(ii),Dimagnesium phosphate,Mineral salt,Phosphate buffer/mineral source.,pH control.,"cheese, bakery",,,Widely used; regulated.,GB: permitted (retained EU list),Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""GB (retained EU) additive framework: Reg. (EC) No 1333/2008"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""GB specs (retained): Reg. (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (context/compare)"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E343(iii),Trimagnesium phosphate,Mineral salt,Phosphate buffer/mineral source.,pH control.,"cheese, bakery",,,Widely used; regulated.,GB: permitted (retained EU list),Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""GB (retained EU) additive framework: Reg. (EC) No 1333/2008"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""GB specs (retained): Reg. (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (context/compare)"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
E345(i),Monomagnesium citrate,Acidity regulator,Magnesium citrate salt.,Buffering/mineral source.,"drinks, supplemented foods",,,Widely used; regulated.,GB: permitted (retained EU list),Generally OK,Use as intended; choose simpler options if preferred.,vegan,,"[{""title"": ""GB (retained EU) additive framework: Reg. (EC) No 1333/2008"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""GB specs (retained): Reg. (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (context/compare)"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,2,
